subarray,lon,lat,depth_km,vs_median_km_s,vs_q16_km_s,vs_q84_km_s,vs_std_km_s,n_periods_used
136,111.250000,41.837500,100.0,3.57195,3.55127,3.58919,0.01987,39
137,111.250000,41.962500,2.0,2.86256,2.40883,3.50463,0.53380,39
137,111.250000,41.962500,5.0,2.92021,2.59237,3.24819,0.33316,39
137,111.250000,41.962500,10.0,3.03729,2.47104,3.46802,0.44919,39
137,111.250000,41.962500,20.0,3.85770,3.49436,4.18874,0.33956,39
137,111.250000,41.962500,40.0,3.23831,3.07584,3.47433,0.22285,39
137,111.250000,41.962500,60.0,3.29100,3.23031,3.37027,0.07130,39
137,111.250000,41.962500,80.0,3.52261,3.50671,3.54187,0.02247,39
137,111.250000,41.962500,100.0,3.58107,3.56624,3.60531,0.01964,39
138,111.250000,42.087500,2.0,2.77531,2.39432,3.17875,0.41963,39
138,111.250000,42.087500,5.0,2.89517,2.44483,3.11674,0.27932,39
138,111.250000,42.087500,10.0,2.90606,2.51337,3.20344,0.35431,39
138,111.250000,42.087500,20.0,3.79222,3.51098,4.12437,0.29670,39
138,111.250000,42.087500,40.0,3.15326,3.04680,3.36652,0.21377,39
138,111.250000,42.087500,60.0,3.28316,3.24306,3.33458,0.04614,39
138,111.250000,42.087500,80.0,3.52249,3.51009,3.55034,0.01855,39
138,111.250000,42.087500,100.0,3.56745,3.54400,3.58637,0.02019,39
139,111.250000,42.212500,2.0,2.90467,2.37415,3.39913,0.47466,39
139,111.250000,42.212500,5.0,2.99134,2.68951,3.25481,0.31092,39
139,111.250000,42.212500,10.0,2.97067,2.67426,3.44981,0.37775,39
139,111.250000,42.212500,20.0,3.90544,3.58709,4.23042,0.32272,39
139,111.250000,42.212500,40.0,3.20859,3.05252,3.39693,0.22566,39
139,111.250000,42.212500,60.0,3.28596,3.24572,3.33291,0.05650,39
139,111.250000,42.212500,80.0,3.52385,3.50776,3.55020,0.02337,39
139,111.250000,42.212500,100.0,3.57369,3.55352,3.59117,0.02095,39
140,111.250000,42.337500,2.0,3.04164,2.44269,3.39659,0.42651,39
140,111.250000,42.337500,5.0,3.01725,2.73264,3.29398,0.30653,39
140,111.250000,42.337500,10.0,3.08179,2.72372,3.49109,0.36710,39
140,111.250000,42.337500,20.0,4.18386,3.77210,4.43988,0.33525,39
140,111.250000,42.337500,40.0,3.60701,3.43906,3.96381,0.27487,39
140,111.250000,42.337500,60.0,3.35125,3.27051,3.42669,0.09453,39
140,111.250000,42.337500,80.0,3.51443,3.48956,3.54543,0.02660,39
140,111.250000,42.337500,100.0,3.57045,3.54673,3.59179,0.02444,39
141,111.416667,41.212500,2.0,3.04278,2.52619,3.68197,0.55862,39
141,111.416667,41.212500,5.0,3.51377,3.06677,3.89926,0.39084,39
141,111.416667,41.212500,10.0,3.58726,3.13225,3.96966,0.40437,39
141,111.416667,41.212500,20.0,3.52613,3.23579,3.79990,0.27673,39
141,111.416667,41.212500,40.0,3.41158,3.17549,3.66245,0.25536,39
141,111.416667,41.212500,60.0,3.33197,3.26527,3.42337,0.08242,39
141,111.416667,41.212500,80.0,3.51896,3.49902,3.55320,0.02551,39
141,111.416667,41.212500,100.0,3.57008,3.55233,3.58594,0.01974,39
142,111.416667,41.337500,2.0,2.96691,2.45768,3.43434,0.48246,39
142,111.416667,41.337500,5.0,3.11458,2.79667,3.38678,0.32031,39
142,111.416667,41.337500,10.0,3.06821,2.62328,3.48244,0.42345,39
142,111.416667,41.337500,20.0,3.80138,3.47170,4.03591,0.30017,39
142,111.416667,41.337500,40.0,3.27203,3.12961,3.50472,0.20136,39
142,111.416667,41.337500,60.0,3.30269,3.25224,3.36757,0.06173,39
142,111.416667,41.337500,80.0,3.52557,3.50419,3.54671,0.02197,39
142,111.416667,41.337500,100.0,3.56244,3.54554,3.58721,0.02001,39
143,111.416667,41.462500,2.0,2.91311,2.45227,3.43866,0.47616,39
143,111.416667,41.462500,5.0,3.09386,2.77794,3.45640,0.34736,39
143,111.416667,41.462500,10.0,3.21233,2.80991,3.65028,0.38115,39
143,111.416667,41.462500,20.0,3.84826,3.60138,4.07446,0.26743,39
143,111.416667,41.462500,40.0,3.16900,3.04608,3.37384,0.18530,39
143,111.416667,41.462500,60.0,3.29914,3.23261,3.36318,0.06659,39
143,111.416667,41.462500,80.0,3.52464,3.49834,3.54414,0.02172,39
143,111.416667,41.462500,100.0,3.55752,3.54215,3.58531,0.02124,39
144,111.416667,41.587500,2.0,2.83455,2.33436,3.43083,0.48209,39
144,111.416667,41.587500,5.0,2.96954,2.62248,3.22152,0.32916,39
144,111.416667,41.587500,10.0,2.98352,2.64843,3.45248,0.36233,39
144,111.416667,41.587500,20.0,3.73346,3.48380,4.03669,0.30817,39
144,111.416667,41.587500,40.0,3.18408,3.04179,3.42953,0.24085,39
144,111.416667,41.587500,60.0,3.29195,3.23783,3.33508,0.05586,39
144,111.416667,41.587500,80.0,3.52977,3.51016,3.54768,0.01824,39
144,111.416667,41.587500,100.0,3.57015,3.55255,3.58712,0.01892,39
145,111.416667,41.712500,2.0,2.98767,2.38806,3.37476,0.48265,39
145,111.416667,41.712500,5.0,3.02202,2.59937,3.36224,0.34232,39
145,111.416667,41.712500,10.0,3.02810,2.65198,3.45961,0.41941,39
145,111.416667,41.712500,20.0,3.81871,3.49474,4.21540,0.34318,39
145,111.416667,41.712500,40.0,3.49841,3.21465,3.76383,0.27002,39
145,111.416667,41.712500,60.0,3.29575,3.24500,3.37086,0.07445,39
145,111.416667,41.712500,80.0,3.52831,3.50779,3.55253,0.03425,39
145,111.416667,41.712500,100.0,3.56983,3.54718,3.59013,0.03366,39
146,111.416667,41.837500,2.0,2.95916,2.53102,3.31828,0.47209,39
146,111.416667,41.837500,5.0,3.03057,2.64875,3.32606,0.31383,39
146,111.416667,41.837500,10.0,3.06263,2.74639,3.49675,0.40201,39
146,111.416667,41.837500,20.0,3.86742,3.61490,4.18998,0.28132,39
146,111.416667,41.837500,40.0,3.64803,3.39049,4.01784,0.26729,39
146,111.416667,41.837500,60.0,3.32072,3.26015,3.39876,0.07209,39
146,111.416667,41.837500,80.0,3.52443,3.50341,3.55023,0.02675,39
146,111.416667,41.837500,100.0,3.58140,3.55889,3.60665,0.02287,39
147,111.416667,41.962500,2.0,2.92870,2.43801,3.47187,0.50422,39
147,111.416667,41.962500,5.0,2.99942,2.75522,3.27179,0.31955,39
147,111.416667,41.962500,10.0,3.01238,2.57469,3.37790,0.42841,39
147,111.416667,41.962500,20.0,3.95966,3.71088,4.15755,0.28528,39
147,111.416667,41.962500,40.0,3.49236,3.29520,3.88955,0.31973,39
147,111.416667,41.962500,60.0,3.30946,3.24390,3.37473,0.06995,39
147,111.416667,41.962500,80.0,3.52121,3.50873,3.54384,0.02202,39
147,111.416667,41.962500,100.0,3.58002,3.56277,3.61130,0.02400,39
148,111.416667,42.087500,2.0,2.78938,2.34289,3.20379,0.43569,39
148,111.416667,42.087500,5.0,3.05061,2.67056,3.33107,0.39215,39
148,111.416667,42.087500,10.0,3.10886,2.67632,3.47726,0.40306,39
148,111.416667,42.087500,20.0,3.69568,3.48414,4.03483,0.28041,39
148,111.416667,42.087500,40.0,3.28235,3.10459,3.53333,0.22302,39
148,111.416667,42.087500,60.0,3.28046,3.21198,3.32854,0.05885,39
148,111.416667,42.087500,80.0,3.52400,3.49803,3.54631,0.02579,39
148,111.416667,42.087500,100.0,3.57486,3.55840,3.59427,0.01966,39
149,111.416667,42.212500,2.0,2.78511,2.30273,3.45461,0.49984,39
149,111.416667,42.212500,5.0,3.13016,2.75135,3.47236,0.36427,39
149,111.416667,42.212500,10.0,3.06815,2.71981,3.63303,0.41245,39
149,111.416667,42.212500,20.0,3.76443,3.35815,4.15831,0.37157,39
149,111.416667,42.212500,40.0,3.90268,3.53171,4.18781,0.32112,39
149,111.416667,42.212500,60.0,3.31513,3.24329,3.39285,0.08348,39
149,111.416667,42.212500,80.0,3.50057,3.47577,3.52072,0.02406,39
149,111.416667,42.212500,100.0,3.56746,3.54919,3.59384,0.01989,39
150,111.416667,42.337500,2.0,3.17051,2.83085,3.63962,0.41601,39
150,111.416667,42.337500,5.0,3.14008,2.72646,3.36716,0.30621,39
150,111.416667,42.337500,10.0,3.59629,3.19287,3.94098,0.38851,39
150,111.416667,42.337500,20.0,4.06308,3.68169,4.28215,0.30263,39
150,111.416667,42.337500,40.0,4.62240,4.28706,4.94417,0.36566,39
150,111.416667,42.337500,60.0,3.77902,3.66602,3.91547,0.13427,39
150,111.416667,42.337500,80.0,3.48151,3.41806,3.54967,0.07663,39
150,111.416667,42.337500,100.0,3.63302,3.58557,3.67600,0.04950,39
