disp_best_mae_km_s,disp_best_matched_points,disp_best_rms_km_s,fitness_min,lambda_reg,lat,lon,niter_median,num_init_requested,num_pred,num_valid,runtime_s,site_index,status,vs_mean_mae_km_s,vs_median_bias_km_s,vs_median_mae_km_s,vs_width,z_sample_max_km
0.006270057030994761,17,0.007431301539920114,6.0753244706351054e-05,0.01,38.0,108.4000015258789,14.0,64,50,50,1.0992639064788818,4555,ok,0.09039050972293282,0.010564331897804695,0.08850173146089368,1.2,120.0
0.006461054600632628,17,0.009412007536107679,0.00010075099471680087,0.01,40.79999923706055,108.80000305175781,11.0,64,55,55,1.1763978004455566,4670,ok,0.08352544365361002,-0.08436631414836919,0.09379094815365585,1.2,120.0
0.0031551455989859757,20,0.004051770693008216,3.3737033600023404e-05,0.01,49.400001525878906,108.80000305175781,12.0,64,54,54,1.053340196609497,4695,ok,0.07914171203584662,-0.03542237165277522,0.09547142891123125,1.2,120.0
0.007840188766466546,24,0.010498024192226512,0.0001761425850859119,0.01,28.600000381469727,109.19999694824219,12.0,64,56,56,1.1021509170532227,4724,ok,0.13487143261569623,0.07658814868411327,0.13490643441784936,1.2,120.0
0.007351450772180856,24,0.008814706984420488,0.00010684766777287212,0.01,29.0,109.5999984741211,11.0,64,54,54,1.3230512142181396,4805,ok,0.08416630565677333,0.019980486077410493,0.07276259268767066,1.2,120.0
0.008263200154712325,24,0.00999079350829426,0.00010242659888741215,0.01,39.0,110.4000015258789,11.0,64,52,52,1.249380111694336,4989,ok,0.06934114023825713,0.03555103279287473,0.053947651253326796,1.2,120.0
0.006324614151783499,24,0.008166696646106357,0.00010611684204957008,0.01,42.599998474121094,110.80000305175781,11.0,64,50,50,1.1051619052886963,5077,ok,0.06955222721261535,0.0060579727025509905,0.08999715385769298,1.2,120.0
0.015020594908301377,24,0.018102921590065185,0.0004422299788682712,0.01,19.799999237060547,111.19999694824219,11.0,64,55,55,1.151526927947998,5097,ok,0.11731855324377348,0.0001381503669592639,0.1240275487490094,1.2,120.0
0.008383995627964491,24,0.0098621088304105,0.00015544727846227127,0.01,25.399999618530273,111.19999694824219,13.0,64,57,57,1.189720869064331,5111,ok,0.09442099778608037,0.010983398085831445,0.10012267923482905,1.2,120.0
0.005514809003897688,24,0.007203230361536666,7.510333378039295e-05,0.01,34.20000076293945,111.5999984741211,9.5,64,50,50,0.9637541770935059,5212,ok,0.10645925822542915,0.030453084503558957,0.10771183433910736,1.2,120.0
